year,zipcode,total_crimes,borough,offense_group,population,crimes_per_100k_borough_residents
2022,10019,61,Manhattan,Vehicle & Traffic Offenses,43989,138.671031394212
2022,10019,654,Manhattan,Violent Crimes,43989,1486.73532019368
2022,10019,38,Manhattan,Weapons Offenses,43989,86.3852326718043
2022,10019,130,Manhattan,White-Collar Crimes,43989,295.528427561436
2022,10020,3,Manhattan,Drug & Alcohol Crimes,0,
2022,10020,18,Manhattan,Personal Disturbance Crimes,0,
2022,10020,617,Manhattan,Property Crimes,0,
2022,10020,4,Manhattan,Public Order Crimes,0,
2022,10020,3,Manhattan,Vehicle & Traffic Offenses,0,
2022,10020,6,Manhattan,Violent Crimes,0,
2022,10020,4,Manhattan,Weapons Offenses,0,
2022,10020,7,Manhattan,White-Collar Crimes,0,
2022,10021,2,Manhattan,Drug & Alcohol Crimes,42484,4.70765464645514
2022,10021,13,Manhattan,Other Offenses,42484,30.5997552019584
2022,10021,154,Manhattan,Personal Disturbance Crimes,42484,362.489407777045
2022,10021,1410,Manhattan,Property Crimes,42484,3318.89652575087
2022,10021,24,Manhattan,Public Order Crimes,42484,56.4918557574616
2022,10021,20,Manhattan,Vehicle & Traffic Offenses,42484,47.0765464645514
2022,10021,121,Manhattan,Violent Crimes,42484,284.813106110536
2022,10021,1,Manhattan,Weapons Offenses,42484,2.35382732322757
2022,10021,46,Manhattan,White-Collar Crimes,42484,108.276056868468
2022,10022,13,Manhattan,Drug & Alcohol Crimes,33303,39.035522325316
2022,10022,23,Manhattan,Other Offenses,33303,69.0628471909438
2022,10022,271,Manhattan,Personal Disturbance Crimes,33303,813.740503858511
2022,10022,1712,Manhattan,Property Crimes,33303,5140.67801699547
2022,10022,53,Manhattan,Public Order Crimes,33303,159.144821787827
2022,10022,46,Manhattan,Sex Crimes,33303,138.125694381888
2022,10022,64,Manhattan,Vehicle & Traffic Offenses,33303,192.174879140017
2022,10022,285,Manhattan,Violent Crimes,33303,855.77875867039
2022,10022,7,Manhattan,Weapons Offenses,33303,21.0191274059394
2022,10022,68,Manhattan,White-Collar Crimes,33303,204.185809086268
2022,10023,14,Manhattan,Drug & Alcohol Crimes,65891,21.2472113035164
2022,10023,49,Manhattan,Other Offenses,65891,74.3652395623075
2022,10023,402,Manhattan,Personal Disturbance Crimes,65891,610.098496000971
2022,10023,1846,Manhattan,Property Crimes,65891,2801.59657616366
2022,10023,82,Manhattan,Public Order Crimes,65891,124.447951920596
2022,10023,37,Manhattan,Vehicle & Traffic Offenses,65891,56.1533441592934
2022,10023,326,Manhattan,Violent Crimes,65891,494.756491781882
2022,10023,12,Manhattan,Weapons Offenses,65891,18.2118954030141
2022,10023,76,Manhattan,White-Collar Crimes,65891,115.342004219089
2022,10024,15,Manhattan,Drug & Alcohol Crimes,63916,23.4683021465674
2022,10024,40,Manhattan,Other Offenses,63916,62.582139057513
2022,10024,273,Manhattan,Personal Disturbance Crimes,63916,427.123099067526
2022,10024,1344,Manhattan,Property Crimes,63916,2102.75987233244
2022,10024,54,Manhattan,Public Order Crimes,63916,84.4858877276425
2022,10024,46,Manhattan,Sex Crimes,63916,71.9694599161399
2022,10024,39,Manhattan,Vehicle & Traffic Offenses,63916,61.0175855810752
2022,10024,287,Manhattan,Violent Crimes,63916,449.026847737656
2022,10024,15,Manhattan,Weapons Offenses,63916,23.4683021465674
2022,10024,90,Manhattan,White-Collar Crimes,63916,140.809812879404
2022,10025,64,Manhattan,Drug & Alcohol Crimes,96918,66.0352050186756
2022,10025,121,Manhattan,Other Offenses,96918,124.847809488434
2022,10025,675,Manhattan,Personal Disturbance Crimes,96918,696.465052931344
2022,10025,2804,Manhattan,Property Crimes,96918,2893.16741988072
2022,10025,139,Manhattan,Public Order Crimes,96918,143.420210899936
2022,10025,53,Manhattan,Sex Crimes,96918,54.6854041560907
2022,10025,63,Manhattan,Vehicle & Traffic Offenses,96918,65.0034049402588
2022,10025,681,Manhattan,Violent Crimes,96918,702.655853401845
2022,10025,27,Manhattan,Weapons Offenses,96918,27.8586021172538
2022,10025,121,Manhattan,White-Collar Crimes,96918,124.847809488434
2022,10026,202,Manhattan,Drug & Alcohol Crimes,39401,512.677343214639
2022,10026,69,Manhattan,Other Offenses,39401,175.122458820842
2022,10026,355,Manhattan,Personal Disturbance Crimes,39401,900.992360599985
2022,10026,1083,Manhattan,Property Crimes,39401,2748.66120149235
2022,10026,196,Manhattan,Public Order Crimes,39401,497.449303317175
2022,10026,59,Manhattan,Vehicle & Traffic Offenses,39401,149.742392325068
2022,10026,518,Manhattan,Violent Crimes,39401,1314.6874444811
2022,10026,44,Manhattan,Weapons Offenses,39401,111.672292581407
2022,10026,116,Manhattan,White-Collar Crimes,39401,294.408771350981
2022,10027,386,Manhattan,Drug & Alcohol Crimes,65840,586.269744835966
2022,10027,1,Manhattan,Family & Children Offenses,65840,1.51883353584447
2022,10027,190,Manhattan,Other Offenses,65840,288.57837181045
2022,10027,960,Manhattan,Personal Disturbance Crimes,65840,1458.08019441069
2022,10027,2684,Manhattan,Property Crimes,65840,4076.54921020656
2022,10027,267,Manhattan,Public Order Crimes,65840,405.528554070474
2022,10027,124,Manhattan,Sex Crimes,65840,188.335358444714
2022,10027,109,Manhattan,Vehicle & Traffic Offenses,65840,165.552855407047
2022,10027,1208,Manhattan,Violent Crimes,65840,1834.75091130012
2022,10027,81,Manhattan,Weapons Offenses,65840,123.025516403402
2022,10027,231,Manhattan,White-Collar Crimes,65840,350.850546780073
2022,10028,2,Manhattan,Drug & Alcohol Crimes,47793,4.18471324252506
2022,10028,16,Manhattan,Other Offenses,47793,33.4777059402005
2022,10028,171,Manhattan,Personal Disturbance Crimes,47793,357.792982235892
2022,10028,1805,Manhattan,Property Crimes,47793,3776.70370137886
2022,10028,32,Manhattan,Public Order Crimes,47793,66.9554118804009
2022,10028,16,Manhattan,Vehicle & Traffic Offenses,47793,33.4777059402005
2022,10028,171,Manhattan,Violent Crimes,47793,357.792982235892
2022,10028,3,Manhattan,Weapons Offenses,47793,6.27706986378758
2022,10028,45,Manhattan,White-Collar Crimes,47793,94.1560479568138
2022,10029,194,Manhattan,Drug & Alcohol Crimes,77661,249.803633741518
2022,10029,231,Manhattan,Other Offenses,77661,297.446594815931
2022,10029,1334,Manhattan,Personal Disturbance Crimes,77661,1717.72189387209
2022,10029,2579,Manhattan,Property Crimes,77661,3320.84315164626
2022,10029,619,Manhattan,Public Order Crimes,77661,797.053862298966
2022,10029,99,Manhattan,Sex Crimes,77661,127.47711206397
2022,10029,115,Manhattan,Vehicle & Traffic Offenses,77661,148.079473609663
2022,10029,1504,Manhattan,Violent Crimes,77661,1936.62198529506
2022,10029,120,Manhattan,Weapons Offenses,77661,154.517711592691
2022,10029,126,Manhattan,White-Collar Crimes,77661,162.243597172326
2022,10030,51,Manhattan,Drug & Alcohol Crimes,31611,161.336243712632
2022,10030,2,Manhattan,Family & Children Offenses,31611,6.32691151814242
2022,10030,102,Manhattan,Other Offenses,31611,322.672487425263
2022,10030,491,Manhattan,Personal Disturbance Crimes,31611,1553.25677770396
2022,10030,989,Manhattan,Property Crimes,31611,3128.65774572143
2022,10030,185,Manhattan,Public Order Crimes,31611,585.239315428174
2022,10030,97,Manhattan,Sex Crimes,31611,306.855208629907
2022,10030,75,Manhattan,Vehicle & Traffic Offenses,31611,237.259181930341
2022,10030,657,Manhattan,Violent Crimes,31611,2078.39043370978
2022,10030,35,Manhattan,Weapons Offenses,31611,110.720951567492
2022,10030,70,Manhattan,White-Collar Crimes,31611,221.441903134985
2022,10031,191,Manhattan,Drug & Alcohol Crimes,61801,309.056487759098
2022,10031,105,Manhattan,Other Offenses,61801,169.900163427776
2022,10031,684,Manhattan,Personal Disturbance Crimes,61801,1106.77820747237
2022,10031,1885,Manhattan,Property Crimes,61801,3050.11245772722
2022,10031,269,Manhattan,Public Order Crimes,61801,435.268037734017
2022,10031,64,Manhattan,Sex Crimes,61801,103.558194851216
2022,10031,76,Manhattan,Vehicle & Traffic Offenses,61801,122.975356385819
2022,10031,747,Manhattan,Violent Crimes,61801,1208.71830552904
2022,10031,68,Manhattan,Weapons Offenses,61801,110.030582029417
2022,10031,115,Manhattan,White-Collar Crimes,61801,186.081131373279
2022,10032,101,Manhattan,Drug & Alcohol Crimes,60529,166.862165243107
2022,10032,2,Manhattan,Family & Children Offenses,60529,3.3042012919427
2022,10032,111,Manhattan,Other Offenses,60529,183.38317170282
2022,10032,574,Manhattan,Personal Disturbance Crimes,60529,948.305770787556
2022,10032,1465,Manhattan,Property Crimes,60529,2420.32744634803
2022,10032,158,Manhattan,Public Order Crimes,60529,261.031902063474
2022,10032,52,Manhattan,Sex Crimes,60529,85.9092335905103
2022,10032,112,Manhattan,Vehicle & Traffic Offenses,60529,185.035272348792
2022,10032,776,Manhattan,Violent Crimes,60529,1282.03010127377
2022,10032,43,Manhattan,Weapons Offenses,60529,71.0403277767682
2022,10032,71,Manhattan,White-Collar Crimes,60529,117.299145863966
2022,10033,137,Manhattan,Drug & Alcohol Crimes,60739,225.555244571033
2022,10033,3,Manhattan,Family & Children Offenses,60739,4.93916593951168
2022,10033,102,Manhattan,Other Offenses,60739,167.931641943397
2022,10033,508,Manhattan,Personal Disturbance Crimes,60739,836.365432423978
2022,10033,2316,Manhattan,Property Crimes,60739,3813.03610530302
2022,10033,160,Manhattan,Public Order Crimes,60739,263.422183440623
2022,10033,51,Manhattan,Sex Crimes,60739,83.9658209716986
2022,10033,118,Manhattan,Vehicle & Traffic Offenses,60739,194.273860287459
2022,10033,701,Manhattan,Violent Crimes,60739,1154.11844119923
2022,10033,42,Manhattan,Weapons Offenses,60739,69.1483231531635
2022,10033,38,Manhattan,White-Collar Crimes,60739,62.562768567148
2022,10034,41,Manhattan,Drug & Alcohol Crimes,43365,94.5462930935086
2022,10034,68,Manhattan,Other Offenses,43365,156.808486106307
2022,10034,340,Manhattan,Personal Disturbance Crimes,43365,784.042430531535
2022,10034,850,Manhattan,Property Crimes,43365,1960.10607632884
2022,10034,144,Manhattan,Public Order Crimes,43365,332.065029401591
2022,10034,94,Manhattan,Vehicle & Traffic Offenses,43365,216.764671970483
2022,10034,467,Manhattan,Violent Crimes,43365,1076.90533840655
2022,10034,24,Manhattan,Weapons Offenses,43365,55.3441715669319
2022,10034,38,Manhattan,White-Collar Crimes,43365,87.6282716476421
2022,10035,506,Manhattan,Drug & Alcohol Crimes,37042,1366.0169537282
2022,10035,142,Manhattan,Other Offenses,37042,383.348631283408
2022,10035,775,Manhattan,Personal Disturbance Crimes,37042,2092.2196425679
2022,10035,2533,Manhattan,Property Crimes,37042,6838.18368338643
2022,10035,240,Manhattan,Public Order Crimes,37042,647.913179633929
2022,10035,80,Manhattan,Sex Crimes,37042,215.971059877976
2022,10035,132,Manhattan,Vehicle & Traffic Offenses,37042,356.352248798661
2022,10035,1074,Manhattan,Violent Crimes,37042,2899.41147886183
2022,10035,89,Manhattan,Weapons Offenses,37042,240.267804114249
2022,10035,219,Manhattan,White-Collar Crimes,37042,591.22077641596
2022,10036,221,Manhattan,Drug & Alcohol Crimes,30437,726.089956303184
2022,10036,3,Manhattan,Family & Children Offenses,30437,9.85642474619706
2022,10036,111,Manhattan,Other Offenses,30437,364.687715609291
2022,10036,659,Manhattan,Personal Disturbance Crimes,30437,2165.12796924795
2022,10036,3098,Manhattan,Property Crimes,30437,10178.4012879062
2022,10036,202,Manhattan,Public Order Crimes,30437,663.665932910602
2022,10036,45,Manhattan,Vehicle & Traffic Offenses,30437,147.846371192956
2022,10036,997,Manhattan,Violent Crimes,30437,3275.61849065282
2022,10036,45,Manhattan,Weapons Offenses,30437,147.846371192956
2022,10036,133,Manhattan,White-Collar Crimes,30437,436.96816374807
2022,10037,54,Manhattan,Drug & Alcohol Crimes,19374,278.724063177454
2022,10037,51,Manhattan,Other Offenses,19374,263.239393000929
2022,10037,249,Manhattan,Personal Disturbance Crimes,19374,1285.22762465159
2022,10037,510,Manhattan,Property Crimes,19374,2632.39393000929
2022,10037,107,Manhattan,Public Order Crimes,19374,552.2865696294
2022,10037,11,Manhattan,Vehicle & Traffic Offenses,19374,56.7771239805925
2022,10037,274,Manhattan,Violent Crimes,19374,1414.26654278931
2022,10037,16,Manhattan,Weapons Offenses,19374,82.5849076081346
2022,10037,33,Manhattan,White-Collar Crimes,19374,170.331371941778
2022,10038,13,Manhattan,Drug & Alcohol Crimes,23356,55.6602157903751
2022,10038,36,Manhattan,Other Offenses,23356,154.135982188731
2022,10038,187,Manhattan,Personal Disturbance Crimes,23356,800.650796369241
2022,10038,892,Manhattan,Property Crimes,23356,3819.14711423189
2022,10038,76,Manhattan,Public Order Crimes,23356,325.398184620654
2022,10038,11,Manhattan,Vehicle & Traffic Offenses,23356,47.0971056687789
2022,10038,192,Manhattan,Violent Crimes,23356,822.058571673232
2022,10038,2,Manhattan,Weapons Offenses,23356,8.56311012159616
2022,10038,18,Manhattan,White-Collar Crimes,23356,77.0679910943655
2022,10039,24,Manhattan,Drug & Alcohol Crimes,27234,88.1251376955276
2022,10039,99,Manhattan,Other Offenses,27234,363.516192994052
2022,10039,454,Manhattan,Personal Disturbance Crimes,27234,1667.0338547404
2022,10039,587,Manhattan,Property Crimes,27234,2155.39399280311
2022,10039,152,Manhattan,Public Order Crimes,27234,558.125872071675
2022,10039,30,Manhattan,Vehicle & Traffic Offenses,27234,110.15642211941
2022,10039,501,Manhattan,Violent Crimes,27234,1839.61224939414
2022,10039,25,Manhattan,Weapons Offenses,27234,91.7970184328413
2022,10039,55,Manhattan,White-Collar Crimes,27234,201.953440552251
2022,10040,14,Manhattan,Drug & Alcohol Crimes,45771,30.5870529374495
2022,10040,51,Manhattan,Other Offenses,45771,111.424264272137
2022,10040,287,Manhattan,Personal Disturbance Crimes,45771,627.034585217714
2022,10040,725,Manhattan,Property Crimes,45771,1583.97238426078
2022,10040,121,Manhattan,Public Order Crimes,45771,264.359528959385
2022,10040,42,Manhattan,Vehicle & Traffic Offenses,45771,91.7611588123484
2022,10040,347,Manhattan,Violent Crimes,45771,758.121954949641
2022,10040,9,Manhattan,Weapons Offenses,45771,19.663105459789
2022,10040,28,Manhattan,White-Collar Crimes,45771,61.174105874899
2022,10044,4,Manhattan,Drug & Alcohol Crimes,12155,32.9082682023858
2022,10044,3,Manhattan,Other Offenses,12155,24.6812011517894
2022,10044,40,Manhattan,Personal Disturbance Crimes,12155,329.082682023858
2022,10044,71,Manhattan,Property Crimes,12155,584.121760592349
2022,10044,9,Manhattan,Public Order Crimes,12155,74.0436034553682
2022,10044,1,Manhattan,Vehicle & Traffic Offenses,12155,8.22706705059646
2022,10044,40,Manhattan,Violent Crimes,12155,329.082682023858
2022,10044,6,Manhattan,White-Collar Crimes,12155,49.3624023035788
2022,10048,1,Manhattan,Drug & Alcohol Crimes,,
2022,10048,15,Manhattan,Other Offenses,,
2022,10048,19,Manhattan,Personal Disturbance Crimes,,
2022,10048,178,Manhattan,Property Crimes,,
2022,10048,30,Manhattan,Public Order Crimes,,
2022,10048,6,Manhattan,Vehicle & Traffic Offenses,,
2022,10048,35,Manhattan,Violent Crimes,,
2022,10048,1,Manhattan,Weapons Offenses,,
2022,10048,7,Manhattan,White-Collar Crimes,,
2022,10065,10,Manhattan,Drug & Alcohol Crimes,31270,31.9795330988168
2022,10065,32,Manhattan,Other Offenses,31270,102.334505916214
2022,10065,254,Manhattan,Personal Disturbance Crimes,31270,812.280140709946
2022,10065,941,Manhattan,Property Crimes,31270,3009.27406459866
2022,10065,51,Manhattan,Public Order Crimes,31270,163.095618803965
2022,10065,89,Manhattan,Sex Crimes,31270,284.617844579469
2022,10065,68,Manhattan,Vehicle & Traffic Offenses,31270,217.460825071954
2022,10065,253,Manhattan,Violent Crimes,31270,809.082187400064
2022,10065,8,Manhattan,Weapons Offenses,31270,25.5836264790534
2022,10065,51,Manhattan,White-Collar Crimes,31270,163.095618803965
2022,10069,2,Manhattan,Drug & Alcohol Crimes,5774,34.6380325597506
2022,10069,3,Manhattan,Other Offenses,5774,51.9570488396259
2022,10069,17,Manhattan,Personal Disturbance Crimes,5774,294.42327675788
2022,10069,61,Manhattan,Property Crimes,5774,1056.45999307239
2022,10069,2,Manhattan,Public Order Crimes,5774,34.6380325597506
2022,10069,1,Manhattan,Vehicle & Traffic Offenses,5774,17.3190162798753
2022,10069,8,Manhattan,Violent Crimes,5774,138.552130239002
2022,10069,7,Manhattan,White-Collar Crimes,5774,121.233113959127
2022,10075,2,Manhattan,Drug & Alcohol Crimes,23391,8.55029712282502
2022,10075,17,Manhattan,Other Offenses,23391,72.6775255440127
2022,10075,89,Manhattan,Personal Disturbance Crimes,23391,380.488221965713
2022,10075,619,Manhattan,Property Crimes,23391,2646.31695951434
2022,10075,16,Manhattan,Public Order Crimes,23391,68.4023769826001
2022,10075,11,Manhattan,Vehicle & Traffic Offenses,23391,47.0266341755376
2022,10075,84,Manhattan,Violent Crimes,23391,359.112479158651
2022,10075,19,Manhattan,White-Collar Crimes,23391,81.2278226668377
2022,10111,3,Manhattan,Personal Disturbance Crimes,0,
2022,10111,26,Manhattan,Property Crimes,0,
2022,10111,1,Manhattan,Public Order Crimes,0,
2022,10111,1,Manhattan,Violent Crimes,0,
2022,10111,1,Manhattan,Weapons Offenses,0,
2022,10128,6,Manhattan,Drug & Alcohol Crimes,58147,10.3186750821195
2022,10128,48,Manhattan,Other Offenses,58147,82.5494006569557
2022,10128,246,Manhattan,Personal Disturbance Crimes,58147,423.065678366898
2022,10128,1341,Manhattan,Property Crimes,58147,2306.2238808537
2022,10128,53,Manhattan,Public Order Crimes,58147,91.1482965587219
2022,10128,24,Manhattan,Vehicle & Traffic Offenses,58147,41.2747003284778
2022,10128,230,Manhattan,Violent Crimes,58147,395.549211481246
2022,10128,31,Manhattan,White-Collar Crimes,58147,53.3131545909505
2022,10280,3,Manhattan,Other Offenses,8582,34.9568865066418
2022,10280,28,Manhattan,Personal Disturbance Crimes,8582,326.26427406199
2022,10280,67,Manhattan,Property Crimes,8582,780.703798648334
2022,10280,12,Manhattan,Public Order Crimes,8582,139.827546026567
2022,10280,4,Manhattan,Vehicle & Traffic Offenses,8582,46.6091820088557
2022,10280,15,Manhattan,Violent Crimes,8582,174.784432533209
2022,10280,1,Manhattan,Weapons Offenses,8582,11.6522955022139
2022,10280,10,Manhattan,White-Collar Crimes,8582,116.522955022139
2022,10281,1,Manhattan,Drug & Alcohol Crimes,,
2022,10281,6,Manhattan,Other Offenses,,
2022,10281,8,Manhattan,Personal Disturbance Crimes,,
2022,10281,61,Manhattan,Property Crimes,,
2022,10281,4,Manhattan,Public Order Crimes,,
2022,10281,9,Manhattan,Vehicle & Traffic Offenses,,
2022,10281,4,Manhattan,Violent Crimes,,
2022,10281,1,Manhattan,Weapons Offenses,,
2022,10281,8,Manhattan,White-Collar Crimes,,
2022,10282,4,Manhattan,Other Offenses,6419,62.3150023368126
2022,10282,13,Manhattan,Personal Disturbance Crimes,6419,202.523757594641
2022,10282,147,Manhattan,Property Crimes,6419,2290.07633587786
2022,10282,12,Manhattan,Public Order Crimes,6419,186.945007010438
2022,10282,1,Manhattan,Vehicle & Traffic Offenses,6419,15.5787505842031
2022,10282,9,Manhattan,Violent Crimes,6419,140.208755257828
2022,10282,1,Manhattan,White-Collar Crimes,6419,15.5787505842031
2022,10463,10,Manhattan,Drug & Alcohol Crimes,73256,13.6507589821994
2022,10463,21,Manhattan,Other Offenses,73256,28.6665938626188
2022,10463,128,Manhattan,Personal Disturbance Crimes,73256,174.729714972152
2022,10463,674,Manhattan,Property Crimes,73256,920.06115540024
2022,10463,47,Manhattan,Public Order Crimes,73256,64.1585672163372
2022,10463,14,Manhattan,Vehicle & Traffic Offenses,73256,19.1110625750792
2022,10463,100,Manhattan,Violent Crimes,73256,136.507589821994
2022,10463,7,Manhattan,Weapons Offenses,73256,9.55553128753959
2022,10463,16,Manhattan,White-Collar Crimes,73256,21.8412143715191
2022,11001,6,Queens,Other Offenses,26818,22.3730330375121
2022,11001,19,Queens,Personal Disturbance Crimes,26818,70.8479379521217
2022,11001,57,Queens,Property Crimes,26818,212.543813856365
2022,11001,4,Queens,Public Order Crimes,26818,14.9153553583414
2022,11001,1,Queens,Vehicle & Traffic Offenses,26818,3.72883883958535
2022,11001,11,Queens,Violent Crimes,26818,41.0172272354389
2022,11001,4,Queens,White-Collar Crimes,26818,14.9153553583414
2022,11004,10,Queens,Other Offenses,16426,60.8790941190795
2022,11004,58,Queens,Personal Disturbance Crimes,16426,353.098745890661
2022,11004,155,Queens,Property Crimes,16426,943.625958845732
2022,11004,20,Queens,Public Order Crimes,16426,121.758188238159
2022,11004,2,Queens,Vehicle & Traffic Offenses,16426,12.1758188238159
2022,11004,35,Queens,Violent Crimes,16426,213.076829416778
2022,11004,5,Queens,White-Collar Crimes,16426,30.4395470595398
2022,11005,1,Queens,Drug & Alcohol Crimes,2075,48.1927710843373
2022,11005,1,Queens,Other Offenses,2075,48.1927710843373
2022,11005,18,Queens,Personal Disturbance Crimes,2075,867.469879518072
2022,11005,25,Queens,Property Crimes,2075,1204.81927710843
2022,11005,10,Queens,Public Order Crimes,2075,481.927710843374
2022,11005,20,Queens,Violent Crimes,2075,963.855421686747
2022,11005,1,Queens,Weapons Offenses,2075,48.1927710843373
2022,11040,2,Queens,Other Offenses,42634,4.69109161701928
2022,11040,21,Queens,Personal Disturbance Crimes,42634,49.2564619787025
2022,11040,45,Queens,Property Crimes,42634,105.549561382934
2022,11040,1,Queens,Public Order Crimes,42634,2.34554580850964
2022,11040,1,Queens,Vehicle & Traffic Offenses,42634,2.34554580850964
2022,11040,8,Queens,Violent Crimes,42634,18.7643664680771
2022,11040,5,Queens,White-Collar Crimes,42634,11.7277290425482
2022,11096,1,Queens,Personal Disturbance Crimes,9084,11.0083663584324
2022,11096,1,Queens,Weapons Offenses,9084,11.0083663584324
2022,11101,87,Queens,Drug & Alcohol Crimes,33789,257.480245050164
2022,11101,137,Queens,Other Offenses,33789,405.457397377845
2022,11101,888,Queens,Personal Disturbance Crimes,33789,2628.07422533961
2022,11101,2370,Queens,Property Crimes,33789,7014.11702033206
2022,11101,158,Queens,Public Order Crimes,33789,467.607801355471
2022,11101,101,Queens,Sex Crimes,33789,298.913847701915
2022,11101,154,Queens,Vehicle & Traffic Offenses,33789,455.769629169256
2022,11101,907,Queens,Violent Crimes,33789,2684.30554322413
2022,11101,46,Queens,Weapons Offenses,33789,136.138980141466
2022,11101,176,Queens,White-Collar Crimes,33789,520.879576193436
2022,11102,22,Queens,Drug & Alcohol Crimes,27876,78.9209355718181
2022,11102,71,Queens,Other Offenses,27876,254.699382981776
2022,11102,278,Queens,Personal Disturbance Crimes,27876,997.273640407519
2022,11102,554,Queens,Property Crimes,27876,1987.37265030851
2022,11102,91,Queens,Public Order Crimes,27876,326.445688047066
2022,11102,40,Queens,Vehicle & Traffic Offenses,27876,143.492610130578
2022,11102,257,Queens,Violent Crimes,27876,921.940020088966
2022,11102,12,Queens,Weapons Offenses,27876,43.0477830391735
2022,11102,41,Queens,White-Collar Crimes,27876,147.079925383843
2022,11103,88,Queens,Drug & Alcohol Crimes,35912,245.043439518824
2022,11103,89,Queens,Other Offenses,35912,247.82802405881
2022,11103,390,Queens,Personal Disturbance Crimes,35912,1085.98797059479
2022,11103,1362,Queens,Property Crimes,35912,3792.6041434618
2022,11103,111,Queens,Public Order Crimes,35912,309.088883938516
2022,11103,142,Queens,Sex Crimes,35912,395.411004678102
2022,11103,133,Queens,Vehicle & Traffic Offenses,35912,370.349743818222
2022,11103,521,Queens,Violent Crimes,35912,1450.76854533304
2022,11103,36,Queens,Weapons Offenses,35912,100.245043439519
2022,11103,108,Queens,White-Collar Crimes,35912,300.735130318556
2022,11104,2,Queens,Drug & Alcohol Crimes,27575,7.25294650951949
2022,11104,18,Queens,Other Offenses,27575,65.2765185856754
2022,11104,175,Queens,Personal Disturbance Crimes,27575,634.632819582956
2022,11104,446,Queens,Property Crimes,27575,1617.40707162285
2022,11104,21,Queens,Public Order Crimes,27575,76.1559383499547
2022,11104,11,Queens,Vehicle & Traffic Offenses,27575,39.8912058023572
2022,11104,140,Queens,Violent Crimes,27575,507.706255666365
2022,11104,4,Queens,Weapons Offenses,27575,14.505893019039
2022,11104,26,Queens,White-Collar Crimes,27575,94.2883046237534
2022,11105,13,Queens,Drug & Alcohol Crimes,38311,33.9328130302002
2022,11105,74,Queens,Other Offenses,38311,193.156012633447
2022,11105,282,Queens,Personal Disturbance Crimes,38311,736.081021116651
2022,11105,684,Queens,Property Crimes,38311,1785.38800866592
2022,11105,88,Queens,Public Order Crimes,38311,229.699042050586
2022,11105,20,Queens,Vehicle & Traffic Offenses,38311,52.2043277387695
2022,11105,178,Queens,Violent Crimes,38311,464.618516875049
2022,11105,8,Queens,Weapons Offenses,38311,20.8817310955078
2022,11105,25,Queens,White-Collar Crimes,38311,65.2554096734619
2022,11106,26,Queens,Drug & Alcohol Crimes,40472,64.2419450484285
2022,11106,86,Queens,Other Offenses,40472,212.492587467879
2022,11106,365,Queens,Personal Disturbance Crimes,40472,901.858074718324
2022,11106,968,Queens,Property Crimes,40472,2391.7770310338
2022,11106,120,Queens,Public Order Crimes,40472,296.501284838901
2022,11106,78,Queens,Vehicle & Traffic Offenses,40472,192.725835145286
2022,11106,314,Queens,Violent Crimes,40472,775.845028661791
2022,11106,29,Queens,Weapons Offenses,40472,71.6544771694011
2022,11106,41,Queens,White-Collar Crimes,40472,101.304605653291
2022,11109,14,Queens,Personal Disturbance Crimes,6712,208.581644815256
2022,11109,16,Queens,Property Crimes,6712,238.379022646007
2022,11109,1,Queens,Public Order Crimes,6712,14.8986889153754
2022,11109,6,Queens,Violent Crimes,6712,89.3921334922527
2022,11109,1,Queens,Weapons Offenses,6712,14.8986889153754
2022,11109,3,Queens,White-Collar Crimes,6712,44.6960667461263
2022,11354,58,Queens,Drug & Alcohol Crimes,53375,108.665105386417
2022,11354,129,Queens,Other Offenses,53375,241.686182669789
2022,11354,457,Queens,Personal Disturbance Crimes,53375,856.206088992974
2022,11354,2665,Queens,Property Crimes,53375,4992.97423887588
2022,11354,90,Queens,Public Order Crimes,53375,168.618266978923
2022,11354,112,Queens,Sex Crimes,53375,209.83606557377
2022,11354,124,Queens,Vehicle & Traffic Offenses,53375,232.31850117096
2022,11354,640,Queens,Violent Crimes,53375,1199.06323185012
2022,11354,23,Queens,Weapons Offenses,53375,43.0913348946136
2022,11354,145,Queens,White-Collar Crimes,53375,271.662763466042
2022,11355,35,Queens,Drug & Alcohol Crimes,80918,43.2536642032675
2022,11355,89,Queens,Other Offenses,80918,109.987888974023
2022,11355,375,Queens,Personal Disturbance Crimes,80918,463.43211646358
2022,11355,1315,Queens,Property Crimes,80918,1625.10195506562
2022,11355,47,Queens,Public Order Crimes,80918,58.0834919301021
2022,11355,2,Queens,Sex Crimes,80918,2.47163795447243
2022,11355,32,Queens,Vehicle & Traffic Offenses,80918,39.5462072715589
2022,11355,500,Queens,Violent Crimes,80918,617.909488618107
2022,11355,15,Queens,Weapons Offenses,80918,18.5372846585432
2022,11355,65,Queens,White-Collar Crimes,80918,80.3282335203539
2022,11356,4,Queens,Drug & Alcohol Crimes,27295,14.6546986627587
2022,11356,44,Queens,Other Offenses,27295,161.201685290346
2022,11356,226,Queens,Personal Disturbance Crimes,27295,827.990474445869
2022,11356,827,Queens,Property Crimes,27295,3029.85894852537
2022,11356,17,Queens,Public Order Crimes,27295,62.2824693167247
2022,11356,9,Queens,Vehicle & Traffic Offenses,27295,32.9730719912072
2022,11356,190,Queens,Violent Crimes,27295,696.09818648104
2022,11356,6,Queens,Weapons Offenses,27295,21.9820479941381
2022,11356,13,Queens,White-Collar Crimes,27295,47.6277706539659
